c1,state,county,hbp,chd,dm,ob,hc,ckd,hpsa,aqi,cold_wave,heat_wave,ice_storm,winter_weather,enviro_hazard,lead_paint,low_income,access_healthy_food,percent_area_parks,respiratory_hazard,road_noise,traffic_proximity_volume,vehicles_available,walkability,walkability_to_transit,minority_proportion,fam_bel_pov,vacancy,property,gini_index,diffusion_score,party,metro,farming,mining,manufacturing,government,recreation,nonspecialized,low_education,low_employment,pop_loss,retirement_dest,persistent_poverty,persistent_related_child_poverty,pct_dem_lead_2000,pct_dem_lead_2004,pct_dem_lead_2008,pct_dem_lead_2012,pct_dem_lead_2016,pct_dem_lead_2020,change_2000_to_2004,change_2004_to_2008,change_2008_to_2012,change_2012_to_2016,change_2016_to_2020,total_magnitude_of_change,cumulative_change,volatility,change_2000_to_2020,d_2004_2000,d_2008_2004,d_2012_2008,d_2016_2012,d_2020_2016,d_2020_2000,d_average,dem_land,min_prop
1264,or,curry,0.280927835,0.245283019,0.357692308,0.656188605,0.706401766,0.4375,0.058752998,0.415170715,0,0.066,0.1155,0.0762,0.1812,0.10951842,0.382709652,0.826949174,0.033618844,0.319090236,0.5,0.211507928,0.009117163,0.586357947,0.473684211,0.263224338,0.021761022,0.01618597,0.049868186,0.571702299,0.338931102,0.621237833,1,0,0,0,1,0,0,0,0,0,1,0,0,0.108236574,0.129959482,0.217159002,0.194785264,0.155892126,0.186345415,0.200698402,0.670974668,-0.103029291,-0.199671871,0.195348476,1.369722709,0.764320383,0.304070598,-0.239580318,0.048745468,0.050189666,-0.054126941,-0.06195936,0.068363458,0.051212296,-0.031394672,3,2
921,sd,jackson,0.353092784,0.330188679,0.396153846,0.685658153,0.719646799,0.453125,0,0.195529743,0.1814,0.0572,0.0726,0.1261,0.094,0.150184245,0.349876775,0.777289433,0.00620985,0.033738332,0,0.082758771,0.000753821,0.356070088,0.052631579,0.088842617,0.001179256,0.00232008,0.012082665,0.201091962,0.077274746,0.243364872,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.265862819,-0.288987072,-0.250639386,-0.342316602,-0.515163002,-0.316041725,0.086978141,-0.132696892,0.365773383,0.504931396,-0.386520919,1.47690073,0.43846511,0.323996183,-0.039383896,0.182327658,-0.036889382,-0.004069525,-0.151906163,0.024473248,0.01393584,-0.004241343,3,1
3103,ar,white,0.734536082,0.773584906,0.65,0.793713163,0.922737307,0.71875,0.007194245,0.389475537,0,0.2894,0.3892,0.3388,0.1606,0.255633062,0.524036864,0.859087257,0.002034261,0.478226404,0,0.135080221,0.00066214,0.312265332,0.052631579,0.32806854,0.003286016,0.011427532,0.010496069,0.614181021,0.178721362,0.241370404,0,0,0,0,0,0,1,0,0,0,0,0,0,0.097930857,-0.022222222,-0.192508817,-0.237376509,-0.424714304,-0.428434313,-1.226917469,7.662896753,0.233068248,0.789201066,0.008758851,9.920842387,7.46700745,3.154403554,-0.126999378,-0.079931319,-0.174554378,-0.064846955,-0.047106903,0.394121408,0.02768185,-0.016552921,3,3
3040,ar,union,0.572164948,0.433962264,0.530769231,0.728880157,0.82781457,0.546875,0,0.377859908,0.1232,0.0618,0.1219,0.1095,0.0904,0.179176986,0.47842152,0.918214995,0.003961456,0.173419766,0,0.152157601,0.001129034,0.371088861,0.052631579,0.109299999,0.002491012,0.00978073,0.005272569,0.245724903,0.123835863,0.232739235,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.371340183,-0.41457018,-0.405432781,-0.389589041,-0.510083142,-0.512789768,0.116416155,-0.022040656,-0.039078586,0.309285139,0.005306246,0.492126781,0.369888297,0.12952809,0.116777152,-0.039546382,-0.06878408,-0.00096189,-0.010192332,0.101634063,-0.017850617,0.016487755,3,2
1274,or,polk,0.237113402,0.254716981,0.376923077,0.609037328,0.713024283,0.4375,0.044364508,0.336413235,0.0121,0,0.1598,0.0953,0.0827,0.185209855,0.414335317,0.683803066,0.04614561,0.392004741,0.5,0.236514997,0.005178277,0.655819775,0.631578947,0.306885162,0.018311589,0.014056956,0.034164156,0.607622562,0.163368113,0.400734952,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.315432873,-0.340893461,-0.261373455,-0.267926947,-0.260337136,-0.210214203,0.080716341,-0.233269377,0.025073288,-0.028327912,-0.192530861,0.559917779,-0.348338522,0.12260592,-0.84345305,-0.005580294,0.108471073,-0.038394373,-0.019228227,0.045661926,0.090930104,-0.125420496,3,3
2446,ga,glynn,0.427835052,0.386792453,0.446153846,0.689587426,0.796909492,0.484375,0.013189448,0.488296375,0.2028,0,0.1195,0.1819,0.1078,0.095341576,0.354184334,0.86359338,0.059314775,0.248739072,0.5,0.155209851,0.001962652,0.380475594,0.052631579,0.095308154,0.005962529,0.014293513,0.013359302,0.245786996,0.138206073,0.206531557,0,0,0,0,0,0,1,1,1,0,1,0,0,-0.37035156,-0.475206241,-0.497754735,-0.527620576,-0.601898569,-0.128677937,0.283122017,0.047449912,0.060001118,0.140779181,-0.786213253,1.317565481,-0.254861025,0.377085914,-0.793166816,-0.054907773,0.114295475,-0.035875998,-0.014271933,0.223494321,0.232734084,-0.093405455,3,1
1443,mt,sweet_grass,0.510309278,0.424528302,0.511538462,0.703339882,0.774834437,0.546875,0.003597122,0.327349525,0.0015,0.0366,0.0275,0.0776,0.0406,0.193776687,0.428227708,0.982071894,0,0.192991554,0,0.073915581,0.000421053,0.295369212,0.052631579,0.234082794,0.001938926,0.006104995,0.0049025,0.461668915,0.094198593,0.260601028,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.256790957,-0.326821938,-0.296461337,-0.363831128,-0.460866309,-0.307509711,0.272715919,-0.092896461,0.227246466,0.2667039,-0.332757234,1.19231998,0.341012591,0.242175602,-0.149065763,0.083699256,0.122032709,-0.11405012,-0.037629701,0.038407389,0.09245953,-0.009434371,3,2
3107,ar,searcy,0.670103093,0.613207547,0.603846154,0.821218075,0.838852097,0.65625,0.009592326,0.427842309,0,0.1552,0.2082,0.1471,0.1711,0.270674696,0.591469357,0.867764317,0.000535332,0.54970366,0,0.184184484,0.001534807,0.35106383,0.052631579,0.392976448,0.005931612,0.00834319,0.012959382,0.741057951,0.476364955,0.147785936,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.271799275,-0.339548225,-0.469778916,-0.515632754,-0.639008018,-0.5837621,0.249260967,0.383541075,0.097607271,0.23926964,-0.086455751,1.056134704,0.883223202,0.15966833,-0.369026452,0.040966731,-0.159450367,-0.051487889,-0.121150814,0.416707724,0.125585392,-0.040573508,3,3
2844,nc,randolph,0.608247423,0.556603774,0.561538462,0.781925344,0.834437086,0.546875,0.008393285,0.241200282,0.2383,0.0083,0.0673,0.1494,0.0814,0.171487662,0.608398401,0.893373071,0.000107066,0.079161357,0,0.129008345,0.001246182,0.423654568,0.105263158,0.06637911,0.002619096,0.006923847,0.0084613,0.154398254,0.055288248,0.198824004,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.290226947,-0.378326499,-0.334805577,-0.450678568,-0.607056382,-0.573337477,0.303554001,-0.11503535,0.346090385,0.346983027,-0.055544932,1.167207694,0.82604713,0.205994372,-0.717426777,-0.028336924,0.06444186,-0.077695362,-0.060660079,0.431474388,0.329223901,-0.064700484,3,1
781,nh,sullivan,0.37628866,0.424528302,0.469230769,0.711198428,0.690949227,0.484375,0.014388489,0.246832101,0.0806,0.0644,0.1618,0.2365,0.0743,0.175929252,0.388558055,0.863386132,0.004603854,0.073185657,0,0.114950591,0.002551787,0.397997497,0.052631579,0.054561376,0.00624078,0.011418433,0.017646383,0.125805092,0.060266897,0.274100458,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.294449671,-0.267974581,-0.199284475,-0.239396928,-0.382054589,-0.437957832,-0.089913804,-0.256330679,0.201282382,0.595904308,0.146322657,1.28975383,0.597264864,0.289645199,-1.625329494,0.117129944,0.120032199,-0.046626162,-0.158517301,0.062011521,0.094030201,-0.255216539,3,1
605,ms,jackson,0.417525773,0.481132075,0.438461538,0.677799607,0.779249448,0.515625,0,0.253079901,0.2181,0.0888,0.1284,0.2008,0.0881,0.24915667,0.383959136,0.72486271,0.039186296,0.094185805,0.5,0.150002538,0.00871139,0.46057572,0.052631579,0.097009945,0.013634316,0.068528796,0.03569514,0.224990648,0.094941526,0.295972025,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.06219554,-0.098193629,-0.086703461,-0.13394079,-0.433138749,-0.398623288,0.578788912,-0.117015421,0.544814814,2.233807625,-0.079686846,3.554113619,3.160709084,0.853667677,-0.014373616,-0.032342866,0.047417559,-0.006960049,-0.03892836,0.035872377,0.005058664,-0.001552492,3,1
,mi,isabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.040445805,0.015474196,0.168777078,-0.099767402,-0.129573151,0.011529169,-0.033560112,-0.679000974,3,
2779,ga,lincoln,0.494845361,0.5,0.526923077,0.84086444,0.693156733,0.546875,0,0.298838437,0.0998,0.0801,0.1689,0.1329,0.072,0.219439031,0.471393904,0.861625087,0.012955032,0.210588235,0.5,0.125136844,0.003392196,0.349186483,0.052631579,0.107330529,0.009972882,0.017878264,0.017714263,0.233490665,0.067974039,0.321900564,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.078567036,-0.10268717,-0.072361809,-0.014592959,-0.273074391,-0.351992552,0.307000697,-0.295317918,-0.798333407,17.71274922,0.288998763,19.4024,17.21509735,7.146634005,-0.1984732,-0.094344646,0.020999966,-0.031078193,-0.086392447,0.224842951,0.034027632,-0.027407596,3,2
161,la,caddo,0.31185567,0.443396226,0.380769231,0.516699411,0.766004415,0.5,0.001199041,0.089757128,0,0,0.0154,0.0312,0.0482,0.283706963,0.548459764,0.999835012,0.761670236,0,0,0.042423386,1.86758E-05,0.438047559,0.052631579,0.2532219,8.83338E-05,0.000318442,0.00118872,0.355285682,0.041180507,0.65589158,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.139908257,0.076131687,0.092741935,0.106719368,0.098814229,0.24911032,-1.544154355,0.218177855,0.150713181,-0.074074074,1.520996441,3.508115906,0.271659049,0.975590706,7.938333035,-0.031510144,0.052734423,0.021169068,-0.007638936,0.025256826,0.060011238,1.333057404,3,2
2427,ga,lanier,0.592783505,0.490566038,0.546153846,0.679764244,0.838852097,0.5625,0.035971223,0.545670539,0,0.1597,0.0881,0.1145,0.1676,0.270614287,0.43606356,0.879009607,0.005781585,0.387276634,0.5,0.214801241,0.003792876,0.39048811,0.052631579,0.226329052,0.012892312,0.063661177,0.030184581,0.477946191,0.163102259,0.238472484,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.092863678,-0.273453608,-0.382189239,-0.383893722,-0.496128068,-0.50203235,1.944677772,0.397638312,0.004459787,0.292357857,0.011900721,2.651034449,2.651034449,0.723868188,-0.317196965,-0.16132243,0.022418341,0.014798989,-0.172759518,0.332849145,0.035984527,-0.046868738,3,2
1586,va,richmond_city,0.386597938,0.29245283,0.396153846,0.646365422,0.746136865,0.4375,0.016786571,0.311510032,0.1072,0.0661,0.0372,0.1152,0.0482,0.077133283,0.282540375,0.915932734,0.013811563,0.143348644,0.5,0.088647585,0.002178272,0.329161452,0.052631579,0.173239893,0.004460855,0.011536712,0.019659479,0.423385809,0.185050118,0.365194701,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.331189711,-0.369060967,-0.213852196,-0.279386712,-0.349925816,-0.230305021,0.114349134,-0.420550492,0.306447714,0.252478378,-0.341846157,1.435671874,-0.089121423,0.304257865,-0.122676827,-0.009546703,0.840206563,-0.746016145,0.79010582,-0.845297098,0.029452423,-0.015537401,3,2
2711,ga,berrien,0.587628866,0.556603774,0.638461538,0.785854617,0.841059603,0.671875,0.001199041,0.22157691,0,0.0703,0.0497,0.1098,0.1041,0.269298025,0.415702203,0.968514879,0,0.109724404,0,0,6.11206E-05,0.359824781,0.052631579,0.456168495,0.001603258,0.002729506,0.003324491,0.626179784,0.102489123,0.434618071,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.0196692,-0.081552551,0.011745646,-0.012589173,-0.140190972,-0.203049759,3.146205844,-1.144025488,-2.071816169,10.13583623,0.448379707,16.94626343,10.51458012,4.389186009,-0.206438661,-0.163102046,-0.124318913,-0.04384819,-0.08817108,0.469903022,0.050462782,-0.025995979,3,3
1721,va,fairfax_city,0.378865979,0.490566038,0.473076923,0.701375246,0.785871965,0.53125,0.007194245,0.34970081,0.2645,0.2489,0.2402,0.2849,0.1287,0.143234126,0.435575808,0.856655148,0.018308351,0.244452511,0,0.042495886,0.00064686,0.357321652,0.052631579,0.052977746,0.003175599,0.007023929,0.008793341,0.123047776,0.042628872,0.152168433,0,0,0,0,1,0,0,1,1,0,0,1,1,-0.291577597,-0.446680824,-0.36792371,-0.494418731,-0.660038542,-0.657244387,0.531944936,-0.176316307,0.343807744,0.334978836,-0.004233322,1.391281144,1.030181888,0.257771378,-1.539277434,0.114985563,0.138821006,-0.050522558,0.196859658,-0.335550696,0.06459295,-0.245780736,3,1
169,co,archuleta,0.136597938,0.179245283,0.269230769,0.430255403,0.673289183,0.375,0,0.107708553,0,0,0.0387,0.0325,0.0425,0.049094354,0.516311336,0.721422819,0.826980728,0.001764706,0,0.12176378,0.000504245,0.60387985,0.421052632,0.156911755,0.000318002,0.004612865,0.006729948,0.327612324,0.083460635,0.806361232,0,0,0,0,0,0,1,0,0,0,0,0,1,0.201538462,0.383684495,0.488159743,0.379652605,0.454528176,0.519277411,0.903778028,0.272294684,-0.222277931,0.197221275,0.142453731,1.738025648,1.293469787,0.364676042,-0.514771819,0.076985344,0.12898621,-0.056104071,-0.063199043,0.081676431,0.16834487,-0.05773782,3,2
1288,id,ada,0.231958763,0.254716981,0.353846154,0.620825147,0.6799117,0.4375,0.035971223,0.354628652,0,0,0.1072,0.0801,0.1769,0.173247448,0.47120457,0.801687404,0.064453961,0.293381242,0,0.217208242,0.011025486,0.45494368,0.052631579,0.221259969,0.017604918,0.019543263,0.046515888,0.489828283,0.251381599,0.650679611,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.003443974,0.088191694,0.179700814,0.139630589,0.179998723,0.239294474,-26.60753475,1.037616082,-0.22298299,0.289106665,0.329423173,28.48666366,-25.17437182,10.79379059,-0.859395921,0.045559999,0.171188727,-0.051257126,0.020709366,0.053206418,0.239407375,-0.103331424,3,2
3064,ar,sebastian,0.569587629,0.367924528,0.484615385,0.726915521,0.821192053,0.484375,0,0.341341077,0.1854,0.061,0.083,0.1365,0.1064,0.199599716,0.409525119,0.812344395,0.027087794,0.196593569,0.5,0.218940992,0.002584045,0.434918648,0.105263158,0.188166164,0.005710778,0.008907288,0.009681098,0.394905748,0.191235165,0.512333273,0,0,0,0,0,0,1,0,1,1,0,1,1,0.029740464,-0.027389881,-0.005980315,0.008141578,-0.046176409,-0.009593614,-1.920963486,-0.781659702,-2.361396185,-6.67167819,-0.792239919,12.52793748,-12.52793748,2.173769767,-0.515374541,-0.047410674,-0.101466745,-0.024469722,-0.00621184,0.281301796,0.101742812,-0.06893862,3,2
1485,va,pittsylvania,0.412371134,0.20754717,0.480769231,0.654223969,0.649006623,0.515625,0.038369305,0.434178106,0,0.1833,0.1309,0.173,0.1342,0.522757983,0.75326467,0.651477702,0.059528908,0.611653578,1,0.614472091,0.024584082,0.850438048,0.894736842,0.593933507,0.025104455,0.045928487,0.030657697,0.637799626,0.111599962,0.377460267,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.240081384,0.410763539,0.590578504,0.572630651,0.634668161,-0.210628961,-2.710934569,0.437757854,-0.030390291,0.108337739,-1.331872582,4.619293035,-3.527101849,1.169551529,-0.243247211,0.020435205,0.065978698,-0.033583969,-0.117057711,0.143715605,0.07948783,-0.027293229,3,3
2564,ga,heard,0.512886598,0.490566038,0.6,0.746561886,0.792494481,0.625,0.007194245,0.470344949,0,0.1324,0.0704,0.111,0.0876,0.316545161,0.500293257,0.868497173,0.000749465,0.527890058,0,0.254596501,0.001322583,0.380475594,0.052631579,0.405935552,0.004809773,0.012018925,0.006529579,0.686349938,0.107300134,0.266197082,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.255755895,-0.411778055,-0.381296449,-0.40432363,-0.468045524,-0.112516034,0.610043263,-0.074024357,0.060391805,0.157601212,-0.759604507,1.661665145,-0.005592584,0.443420895,0.123937957,-0.174202189,-0.080246262,-0.0352901,-0.091868274,0.351804376,-0.029802468,0.015689248,3,3
226,co,boulder,0.335051546,0.320754717,0.361538462,0.552062868,0.690949227,0.453125,0.001199041,0.178546287,0.1002,0,0.0694,0.1496,0.0722,0.153511463,0.399171737,0.838129095,0.13640257,0.034058379,0,0.118845655,0.000940579,0.484981227,0.052631579,0.086934421,0.001484007,0.004276226,0.007122917,0.208574543,0.071076031,0.253615238,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.41631252,-0.400812602,-0.380277944,-0.464250803,-0.505789111,-0.47141303,-0.037231448,-0.051232567,0.220819693,0.089473853,-0.067965245,0.466722805,0.153864287,0.110147442,3.132932186,0.202070802,0.122484244,-0.042978235,0.064905241,0.082308687,0.428790748,0.593620479,3,1
3061,ar,garland,0.585051546,0.528301887,0.557692308,0.801571709,0.832229581,0.5625,0,0.32250968,0.143,0.0674,0.1022,0.1181,0.0846,0.221473832,0.51612265,0.972182559,0.01862955,0.192006223,0,0.088334022,0.000387097,0.336670839,0.052631579,0.116267542,0.002901764,0.00309344,0.00215131,0.250807455,0.066336428,0.27052352,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.062017719,-0.124967924,-0.082398957,-0.100543478,-0.384435798,-0.444498186,1.015035789,-0.340639147,0.220203288,2.823577663,0.15623516,4.555691048,3.874412754,1.112619214,-0.303012371,-0.001332118,-0.157918409,-0.049879529,-0.037811931,0.274414212,0.027472222,-0.04592336,3,2
197,co,el_paso,0.211340206,0.311320755,0.334615385,0.512770138,0.673289183,0.453125,0.001199041,0.152059134,0.1126,0,0.0432,0.0424,0.0464,0.160941668,0.469165711,0.725802824,0.150749465,0.003403467,0,0.087134147,0.00011545,0.41864831,0.052631579,0.163299458,0.00066692,0.002019834,0.002039267,0.303670471,0.059140608,0.141003806,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.575131349,-0.611721612,-0.566253575,-0.639952508,-0.682608696,-0.677323219,0.063620707,-0.074327988,0.13015182,0.066655239,-0.007743055,0.34249881,0.178356723,0.070217366,-0.674164414,-0.015006329,0.158000335,-0.015556597,-0.019493094,0.115353324,0.223297626,-0.075144462,3,2
3059,ar,montgomery,0.605670103,0.509433962,0.546153846,0.764243615,0.838852097,0.546875,0.005995204,0.320749736,0.1877,0.0566,0.0907,0.0898,0.0664,0.194663733,0.531958971,0.950543717,0,0.175372648,0,0.087730459,0.000410867,0.270337922,0.052631579,0.089811268,0.001819675,0.002465654,0.003453709,0.192038745,0.087774527,0.26387358,0,1,0,0,0,0,0,0,1,1,0,0,1,-0.205919971,-0.26588706,-0.195982078,-0.213960546,-0.435865156,-0.456519058,0.291215507,-0.262912311,0.091735265,1.037128637,0.047385989,1.73037771,1.204553088,0.435898228,0.141692206,-0.028445035,-0.138476923,-0.074212395,-0.106777258,0.321763545,-0.026148068,0.019257355,3,1
735,ny,schenectady,0.092783505,0.113207547,0.338461538,0.47151277,0.547461369,0.390625,0.022781775,0.392907427,0.2286,0.1184,0.4376,0.1193,0.2193,0.529452161,0.782632225,0.226057457,0.101820128,0.508002667,1,0.671535043,0.169314379,0.936170213,0.947368421,0.55724534,0.08477391,0.064552816,0.084705419,0.87469299,0.477557098,0.868868765,1,0,0,0,0,0,1,0,0,0,0,0,0,0.50897235,0.530528372,0.556914208,0.566925402,0.632666215,0.62836259,0.042352048,0.049735015,0.017976188,0.115960253,-0.006802362,0.232825866,0.219221141,0.041162803,0.374898344,-0.04460125,0.058354028,0.063753463,-0.1193728,0.084275447,0.042408884,0.069551207,3,3
471,ok,cleveland,0.592783505,0.566037736,0.55,0.768172888,0.847682119,0.609375,0.010791367,0.413234776,0,0.2399,0.3654,0.1988,0.1332,0.265166425,0.468377577,0.884303369,0.002890792,0.450493406,0,0.155786226,0.001095078,0.366082603,0.052631579,0.365005972,0.006333531,0.01735056,0.011204721,0.690427984,0.135621674,0.211007945,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.036711663,-0.178505836,-0.280610649,-0.332918396,-0.51740154,-0.507217611,3.86237394,0.57199706,0.186406849,0.554139232,-0.019682834,5.194599915,5.155234246,1.433319942,-0.236138508,-0.060669228,0.077952169,-0.019255111,0.042681616,0.020055817,0.060765263,-0.029228874,3,3
2679,al,dallas,0.208762887,0.160377358,0.342307692,0.559921415,0.642384106,0.390625,0,0.419130588,0,0.0802,0.0979,0.1585,0.0977,0.14096882,0.470028546,0.749861767,0.015952891,0.343071566,0.5,0.320511705,0.004303912,0.616395494,0.473684211,0.30929523,0.007066701,0.023437358,0.023122593,0.656931465,0.405642516,0.80165748,1,0,0,0,0,1,0,0,1,0,0,0,1,0.263274157,0.345096878,0.447737285,0.42161627,0.502380374,-0.009635634,0.310789034,0.297424908,-0.058340049,0.191558321,-1.019179957,1.877292269,-0.277747745,0.499689619,0.9216066,0.011398617,0.137963399,0.052554946,-0.022270082,0.00039185,0.180038735,0.183607563,3,3
1535,va,bedford,0.680412371,0.452830189,0.665384615,0.829076621,0.777041943,0.6875,0.002398082,0.372052094,0,0,0.1588,0,0.0628,0.484449666,0.542401825,0.97654972,0.003104925,0.51070529,0.5,0.37097353,0.000553481,0.455569462,0.052631579,0.633951265,0.001183672,0.002110818,0.001488456,0.297741133,0.130886843,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.115951113,-0.272060478,-0.228179993,0.306651376,-0.419413444,-0.376683275,-3.346337797,-0.16128945,-2.343901243,-2.36772073,-0.101880781,8.321130001,-8.321130001,1.302774288,0.003077424,0.177470788,-0.20491387,0.266407132,-0.383599073,0.143568307,-0.001066724,0.000335117,3,3
2876,nc,pitt,0.600515464,0.566037736,0.534615385,0.709233792,0.889624724,0.609375,0,0.488032383,0,0.1919,0.1898,0.4164,0.2041,0.218229278,0.434909589,0.885678431,0.150749465,0.403399022,0,0.215700241,0.005157903,0.458072591,0.052631579,0.187101978,0.013024813,0.017850969,0.033013056,0.452198282,0.227783538,0.328614943,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.090663698,-0.091995816,-0.249914225,-0.299793754,-0.337605686,-0.063191475,0.014692956,1.716582509,0.199586593,0.126126483,-0.812824613,2.869813155,1.244163929,0.818988299,-0.722715259,0.013075438,0.156129807,-0.016405834,0.00477751,-0.098736241,0.058840685,-0.110645764,3,2
1296,id,valley,0.422680412,0.490566038,0.465384615,0.614931238,0.810154525,0.5625,0.007194245,0.347676874,0,0,0.0523,0.1165,0.0583,0.221209944,0.398489077,0.690400803,0.011027837,0.268321233,0,0.184641234,0.000543295,0.423654568,0.052631579,0.103670503,0.001912426,0.003047948,0.006382778,0.243930843,0.091584822,0.374832182,1,0,0,0,0,0,1,0,0,0,1,0,1,-0.272135254,-0.227748691,-0.134151329,-0.166750833,-0.267769104,-0.256798594,-0.163104787,-0.410967727,0.243005449,0.605803696,-0.040970037,1.463851696,0.233766595,0.349941878,-0.614599407,0.142965063,0.144449279,-0.046376333,-0.069968261,0.048165184,0.219234928,-0.065894075,3,1
2837,nc,alleghany,0.543814433,0.650943396,0.557692308,0.730844794,0.832229581,0.609375,0.004796163,0.267159451,0.1505,0.0645,0.1124,0.0452,0.0707,0.219752199,0.473972483,0.91591224,0.061991435,0.147638169,0,0.05951889,0.000694398,0.316020025,0.052631579,0.029722492,0.001841759,0.007961059,0.008653082,0.031098276,0.016050707,0.21751032,1,0,0,0,0,0,1,0,0,1,0,0,0,0.064652143,0.105964549,0.091521054,-0.075641404,-0.471817513,-0.539731393,0.638995145,-0.136304973,-1.826491832,5.237556281,0.143940991,7.983289223,4.057695613,2.363163233,-0.406725198,-0.009893005,-0.010487827,-0.147044986,-0.115250789,0.359627157,0.076950558,-0.054962438,3,1
762,ma,dukes,0.409793814,0.452830189,0.403846154,0.607072692,0.761589404,0.515625,0,0.183826118,0.1559,0,0.2237,0.1321,0.0759,0.161242119,0.449283172,0.93098132,0.000856531,0.045274856,0,0.053088138,0.001631582,0.34543179,0.052631579,0.052695803,0.003891102,0.008061141,0.012783957,0.11213293,0.045519814,0.54389252,0,0,0,0,0,0,1,0,1,1,0,0,1,-0.011077438,0.055885194,0.116430206,0.106262761,0.002730436,0.046771961,-6.044956794,1.083381982,-0.087326526,-0.974304869,16.12985361,24.31982378,10.10664741,7.46211,0.586055994,0.109732613,0.051990844,-0.045600727,0.042123869,0.050803866,0.209050477,0.132517755,3,1
2784,ga,franklin,0.533505155,0.5,0.519230769,0.715127701,0.748344371,0.546875,0.034772182,0.499560014,0.1662,0.0908,0.1874,0.1918,0.1311,0.274666404,0.506006799,0.720680927,0.018736617,0.36366721,1,0.256691752,0.007602729,0.513767209,0.052631579,0.10318548,0.012940896,0.039195706,0.020255679,0.252271687,0.104405354,0.417502504,1,0,0,0,0,0,1,0,1,1,0,0,0,-0.047926496,-0.117312253,-0.101208372,-0.137412892,-0.253982167,-0.180058887,1.447753589,-0.137273649,0.357722582,0.848313964,-0.291056972,3.082120757,2.225459514,0.641344945,-0.354985267,-0.115315497,-0.118384235,-0.0798847,-0.088922985,0.502250731,0.099743344,-0.042540319,3,1
3054,ar,pike,0.515463918,0.339622642,0.453846154,0.658153242,0.779249448,0.5,0.03117506,0.418778599,0.3989,0.1884,0.3531,0.2565,0.2797,0.295682088,0.490558693,0.679859099,0.034154176,0.382809305,1,0.37135778,0.050000085,0.734042553,0.631578947,0.337089551,0.083833155,0.139477755,0.128549037,0.665897509,0.247062063,0.629385747,1,0,0,0,0,0,1,0,0,0,1,0,0,0.016037068,0.016576256,0.12003097,0.111190621,0.133299726,0.201166558,0.033621355,6.241138715,-0.073650564,0.198839655,0.509129569,7.056379859,6.909078732,2.437623581,0.042555001,-0.039816141,-0.204219386,-0.113916546,-0.092264019,0.443025351,-0.007190734,0.005894044,3,3
426,tx,potter,0.417525773,0.452830189,0.534615385,0.73870334,0.792494481,0.546875,0.008393285,0.227560718,0.2835,0,0.165,0.3021,0.13,0.382146843,0.357042144,0.709312729,0.03372591,0.088587939,0,0.140858473,0.000650256,0.482478098,0.052631579,0.3767097,0.003091682,0.011909744,0.006731175,0.63665029,0.139505833,0.088124253,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.654367746,-0.696570229,-0.709578261,-0.752063879,-0.783119514,-0.772423542,0.064493525,0.018674402,0.059874463,0.041293879,-0.013658161,0.197994431,0.170678109,0.028839646,-0.054715447,-0.069475792,0.084903583,-0.05192633,0.027931133,0.030963736,0.022396334,-0.005386519,3,3
477,ok,kingfisher,0.49742268,0.471698113,0.503846154,0.736738703,0.825607064,0.546875,0.007194245,0.333509328,0.4893,0.1994,0.2429,0.2409,0.1364,0.263799292,0.452302071,0.850528539,0.001927195,0.309755519,0,0.088682022,0.001320885,0.37922403,0.052631579,0.125104076,0.001669508,0.00928032,0.006453929,0.316463753,0.107660166,0.240441739,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.13483023,-0.237768587,-0.237144335,-0.294714736,-0.484570766,-0.500876424,0.763466447,-0.002625458,0.242765236,0.644202705,0.033649695,1.686709541,1.681458625,0.313844444,0.01468246,-0.133113682,0.008975364,-0.004878278,-0.024144256,0.1449444,-0.008216456,0.001077667,3,2
